,Unnamed: 0,uid,b_visit,b_pol_handling,b_safety,e_visit,e_pol_handling,e_safety,e_gender,hh_id,member_gender,ps_code,population,urban,dist_urban,treatment,regular_whd,women_whd,attrited,e_gender_encoded,member_gender_encoded,urban_encoded,treatment_encoded
3636,3636,40642331,0.0,0.14285715,3.3333333,0.0,0.0,3.0,Female,4064233.0,female,5086.0,260000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3639,3639,40642361,0.0,-0.22222222,3.3333333,0.0,0.625,3.0,Female,4064236.0,female,5086.0,260000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3642,3642,40642401,0.0,0.5555556,3.0,0.0,0.5,3.3333333,Female,4064240.0,female,5086.0,260000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3643,3643,40642421,0.0,0.11111111,3.0,1.0,0.5,3.3333333,Female,4064242.0,female,5086.0,260000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3645,3645,40642441,0.0,1.0,3.0,0.0,1.0,3.0,Female,4064244.0,female,5086.0,260000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3647,3647,40642461,0.0,0.7777778,2.6666667,0.0,0.42857143,3.0,Female,4064246.0,female,5086.0,260000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3649,3649,40642481,0.0,-1.0,3.6666667,0.0,0.875,3.0,Female,4064248.0,female,5086.0,260000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3650,3650,40652011,0.0,1.0,3.6666667,0.0,1.0,3.0,Female,4065201.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3651,3651,40652021,0.0,0.22222222,3.0,0.0,1.0,3.0,Female,4065202.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3652,3652,40652031,0.0,0.0,3.0,0.0,0.8333333,3.0,Female,4065203.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3653,3653,40652041,0.0,-0.25,3.0,0.0,0.2,3.0,Female,4065204.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3654,3654,40652051,1.0,0.5,3.3333333,0.0,1.0,4.0,Female,4065205.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3657,3657,40652101,0.0,0.0,3.3333333,0.0,1.0,3.0,Female,4065210.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3658,3658,40652111,0.0,-0.125,3.3333333,0.0,0.125,2.6666667,Female,4065211.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3660,3660,40652131,0.0,0.125,3.0,0.0,-0.6666667,2.3333333,Female,4065213.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3661,3661,40652161,0.0,-0.44444445,3.3333333,0.0,-0.2,2.3333333,Female,4065216.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3662,3662,40652171,0.0,0.7777778,3.6666667,0.0,1.0,2.3333333,Female,4065217.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3669,3669,40652241,0.0,1.0,3.6666667,0.0,0.0,3.0,Female,4065224.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3673,3673,40652291,0.0,0.0,3.0,0.0,1.0,2.3333333,Female,4065229.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3675,3675,40652301,0.0,1.0,3.3333333,0.0,0.875,3.3333333,Female,4065230.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3677,3677,40652341,0.0,1.0,4.0,0.0,1.0,3.3333333,Female,4065234.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3679,3679,40652361,1.0,0.7777778,3.3333333,0.0,1.0,3.0,Female,4065236.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3680,3680,40652371,0.0,1.0,4.0,0.0,1.0,4.0,Female,4065237.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3681,3681,40652421,0.0,-0.33333334,3.3333333,1.0,1.0,3.0,Female,4065242.0,female,5089.0,100000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3688,3688,40662041,1.0,0.7777778,3.3333333,1.0,0.25,3.3333333,Female,4066204.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3690,3690,40662061,0.0,-1.0,3.3333333,0.0,1.0,3.0,Female,4066206.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3697,3697,40662171,0.0,0.44444445,2.6666667,0.0,1.0,3.0,Female,4066217.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3704,3704,40662271,0.0,-0.6666667,3.0,0.0,-0.4,3.3333333,Female,4066227.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3707,3707,40662301,1.0,0.5555556,4.0,0.0,0.75,3.3333333,Female,4066230.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3708,3708,40662311,0.0,0.44444445,3.0,0.0,0.5,3.3333333,Female,4066231.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3709,3709,40662321,0.0,0.5,3.6666667,0.0,0.4,2.6666667,Female,4066232.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3711,3711,40662341,1.0,1.0,4.0,0.0,0.2,2.0,Female,4066234.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3712,3712,40662361,0.0,1.0,3.0,0.0,0.5,2.6666667,Female,4066236.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3713,3713,40662371,0.0,1.0,3.3333333,0.0,1.0,3.0,Female,4066237.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3715,3715,40662391,0.0,0.0,3.6666667,0.0,0.0,3.3333333,Female,4066239.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3716,3716,40662401,0.0,-0.44444445,2.3333333,0.0,0.71428573,2.0,Female,4066240.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3717,3717,40662411,0.0,-0.125,3.0,0.0,0.16666667,2.3333333,Female,4066241.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3720,3720,40662451,0.0,0.2857143,3.3333333,0.0,0.75,3.3333333,Female,4066245.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3723,3723,40662481,1.0,1.0,3.6666667,0.0,0.25,3.3333333,Female,4066248.0,female,5087.0,85967,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3724,3724,40672011,0.0,-0.7777778,2.0,0.0,0.0,3.3333333,Female,4067201.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3725,3725,40672021,0.0,0.8888889,3.0,0.0,1.0,3.0,Female,4067202.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3726,3726,40672031,0.0,-0.5,2.6666667,1.0,-0.5,3.0,Female,4067203.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3728,3728,40672051,0.0,0.6,3.3333333,0.0,1.0,3.0,Female,4067205.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3732,3732,40672091,0.0,0.11111111,3.3333333,0.0,1.0,3.3333333,Female,4067209.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3735,3735,40672111,0.0,0.625,3.6666667,0.0,1.0,3.0,Female,4067211.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3737,3737,40672131,0.0,1.0,3.3333333,0.0,0.875,4.0,Female,4067213.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3744,3744,40672191,0.0,0.6666667,3.6666667,0.0,0.2857143,3.3333333,Female,4067219.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3746,3746,40672201,0.0,0.85714287,3.0,0.0,-0.2,3.6666667,Female,4067220.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3747,3747,40672211,0.0,0.42857143,3.3333333,0.0,1.0,2.6666667,Female,4067221.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3748,3748,40672221,0.0,1.0,4.0,0.0,0.0,3.6666667,Female,4067222.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3750,3750,40672241,0.0,0.14285715,3.6666667,0.0,0.5,3.6666667,Female,4067224.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3753,3753,40672261,0.0,-1.0,3.6666667,0.0,0.25,3.3333333,Female,4067226.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3755,3755,40672281,0.0,0.6666667,3.6666667,0.0,0.4,3.3333333,Female,4067228.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3759,3759,40672311,0.0,0.5,3.0,0.0,1.0,3.6666667,Female,4067231.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3762,3762,40672341,0.0,-0.16666667,3.3333333,0.0,0.8,2.6666667,Female,4067234.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3764,3764,40672351,0.0,1.0,3.3333333,0.0,1.0,2.6666667,Female,4067235.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3768,3768,40672391,0.0,0.0,3.6666667,1.0,-0.16666667,3.3333333,Female,4067239.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3770,3770,40672401,0.0,-0.11111111,3.3333333,0.0,0.375,3.6666667,Female,4067240.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3771,3771,40672411,0.0,0.5555556,3.3333333,0.0,0.25,2.6666667,Female,4067241.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3773,3773,40672431,0.0,0.6666667,3.3333333,0.0,0.85714287,2.6666667,Female,4067243.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3777,3777,40672461,0.0,0.44444445,3.0,0.0,0.0,3.6666667,Female,4067246.0,female,5088.0,125000,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3781,3781,40682061,0.0,0.5,3.6666667,0.0,1.0,3.3333333,Female,4068206.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3782,3782,40682071,0.0,0.125,3.3333333,0.0,0.5,3.3333333,Female,4068207.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3784,3784,40682091,0.0,-0.14285715,4.0,1.0,-0.33333334,3.0,Female,4068209.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3787,3787,40682171,0.0,0.8333333,3.6666667,0.0,0.0,2.6666667,Female,4068217.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3788,3788,40682211,1.0,0.7777778,3.6666667,0.0,1.0,3.0,Female,4068221.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3789,3789,40682231,0.0,0.6666667,3.3333333,0.0,0.14285715,3.0,Female,4068223.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3791,3791,40682251,0.0,0.33333334,3.6666667,0.0,1.0,3.6666667,Female,4068225.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3792,3792,40682271,0.0,0.0,3.3333333,0.0,0.5714286,3.6666667,Female,4068227.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3795,3795,40682301,0.0,-0.44444445,3.3333333,0.0,-0.14285715,3.0,Female,4068230.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3802,3802,40682401,0.0,0.11111111,3.6666667,0.0,0.2857143,3.0,Female,4068240.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3803,3803,40682411,0.0,0.125,3.0,0.0,1.0,2.6666667,Female,4068241.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3805,3805,40682431,0.0,0.11111111,3.3333333,0.0,1.0,3.6666667,Female,4068243.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3807,3807,40682461,0.0,0.0,3.6666667,0.0,0.5,3.3333333,Female,4068246.0,female,5090.0,250000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3808,3808,40692011,0.0,0.8333333,4.0,0.0,0.85714287,3.3333333,Female,4069201.0,female,5091.0,500000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3812,3812,40692081,0.0,0.6666667,3.0,1.0,1.0,3.3333333,Female,4069208.0,female,5091.0,500000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3817,3817,40692151,0.0,0.85714287,3.6666667,1.0,0.6,3.3333333,Female,4069215.0,female,5091.0,500000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3823,3823,40692251,1.0,0.22222222,1.6666666,0.0,0.375,3.0,Female,4069225.0,female,5091.0,500000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3824,3824,40692261,0.0,0.5714286,3.6666667,0.0,0.5,3.0,Female,4069226.0,female,5091.0,500000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3825,3825,40692291,1.0,0.0,3.3333333,1.0,0.75,2.6666667,Female,4069229.0,female,5091.0,500000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3834,3834,40692371,0.0,1.0,3.6666667,0.0,1.0,3.3333333,Female,4069237.0,female,5091.0,500000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3840,3840,40692451,0.0,1.0,3.3333333,0.0,1.0,3.3333333,Female,4069245.0,female,5091.0,500000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3842,3842,40692481,0.0,0.5,3.6666667,0.0,0.6666667,3.6666667,Female,4069248.0,female,5091.0,500000,Urban,8.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3844,3844,40702021,0.0,0.11111111,3.3333333,0.0,0.5,3.3333333,Female,4070202.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3845,3845,40702031,0.0,0.8333333,3.6666667,0.0,1.0,3.0,Female,4070203.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3848,3848,40702081,0.0,0.5,3.6666667,0.0,0.6,3.0,Female,4070208.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3849,3849,40702091,1.0,1.0,3.6666667,0.0,1.0,3.0,Female,4070209.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3853,3853,40702141,1.0,0.22222222,3.3333333,0.0,1.0,3.0,Female,4070214.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3857,3857,40702171,0.0,1.0,3.6666667,0.0,1.0,3.3333333,Female,4070217.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3858,3858,40702181,0.0,0.6666667,3.6666667,0.0,1.0,3.3333333,Female,4070218.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3859,3859,40702221,0.0,0.11111111,4.0,0.0,1.0,3.0,Female,4070222.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3860,3860,40702231,0.0,0.0,3.3333333,0.0,1.0,3.0,Female,4070223.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3864,3864,40702271,0.0,1.0,4.0,1.0,1.0,3.0,Female,4070227.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3869,3869,40702331,0.0,1.0,3.0,0.0,0.375,3.0,Female,4070233.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3873,3873,40702371,0.0,1.0,3.3333333,0.0,0.8,3.0,Female,4070237.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3874,3874,40702381,0.0,0.6666667,3.0,0.0,0.8,3.3333333,Female,4070238.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3875,3875,40702391,1.0,-0.5555556,3.0,0.0,0.0,3.3333333,Female,4070239.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3877,3877,40702401,0.0,0.44444445,3.3333333,0.0,0.0,2.3333333,Female,4070240.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3879,3879,40702421,0.0,0.625,3.0,1.0,0.14285715,3.0,Female,4070242.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3883,3883,40702451,1.0,-0.22222222,3.0,0.0,0.0,2.3333333,Female,4070245.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3885,3885,40702471,1.0,1.0,3.3333333,1.0,0.125,2.3333333,Female,4070247.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3886,3886,40702481,0.0,0.0,2.6666667,0.0,-0.375,2.0,Female,4070248.0,female,5092.0,95000,Urban,8.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3888,3888,40712021,0.0,1.0,3.6666667,0.0,1.0,3.6666667,Female,4071202.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3892,3892,40712061,0.0,1.0,4.0,0.0,0.85714287,3.3333333,Female,4071206.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3897,3897,40712101,0.0,0.8888889,3.6666667,0.0,1.0,3.3333333,Female,4071210.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3901,3901,40712141,0.0,1.0,2.6666667,0.0,1.0,3.3333333,Female,4071214.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3903,3903,40712151,0.0,0.5555556,3.3333333,0.0,0.75,3.0,Female,4071215.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3905,3905,40712171,1.0,0.7777778,3.0,1.0,1.0,3.3333333,Female,4071217.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3906,3906,40712181,0.0,0.875,3.0,0.0,0.42857143,3.3333333,Female,4071218.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3907,3907,40712191,0.0,0.6666667,3.3333333,0.0,0.6666667,3.0,Female,4071219.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3909,3909,40712201,0.0,0.7777778,3.3333333,0.0,1.0,3.3333333,Female,4071220.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3910,3910,40712211,0.0,0.6666667,3.3333333,0.0,0.8,3.3333333,Female,4071221.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3911,3911,40712221,0.0,0.6666667,3.6666667,0.0,1.0,3.3333333,Female,4071222.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3916,3916,40712261,0.0,0.11111111,3.0,0.0,0.5714286,3.3333333,Female,4071226.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3919,3919,40712291,0.0,0.22222222,3.3333333,0.0,0.5,2.6666667,Female,4071229.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3921,3921,40712301,0.0,0.6666667,3.0,0.0,1.0,4.0,Female,4071230.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3922,3922,40712310,0.0,-1.0,3.3333333,0.0,-1.0,4.0,Female,4071231.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3923,3923,40712331,0.0,0.0,3.3333333,0.0,0.85714287,3.3333333,Female,4071233.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3926,3926,40712351,0.0,1.0,3.3333333,0.0,0.5,3.6666667,Female,4071235.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3928,3928,40712381,0.0,0.8888889,3.0,0.0,0.85714287,3.0,Female,4071238.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3931,3931,40712401,0.0,0.8888889,3.3333333,0.0,0.6666667,3.0,Female,4071240.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3932,3932,40712411,1.0,0.0,3.6666667,1.0,0.375,3.0,Female,4071241.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3933,3933,40712431,0.0,0.6666667,3.6666667,0.0,0.6,3.3333333,Female,4071243.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3935,3935,40712451,0.0,1.0,3.6666667,0.0,1.0,4.0,Female,4071245.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3936,3936,40712461,0.0,1.0,3.3333333,0.0,0.0,3.0,Female,4071246.0,female,5093.0,107000,Urban,8.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3946,3946,40722071,0.0,1.0,3.3333333,0.0,0.33333334,3.3333333,Female,4072207.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3947,3947,40722081,0.0,0.44444445,3.6666667,0.0,1.0,3.3333333,Female,4072208.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3950,3950,40722111,0.0,-0.71428573,2.3333333,0.0,1.0,4.0,Female,4072211.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3951,3951,40722121,0.0,1.0,3.3333333,0.0,1.0,3.6666667,Female,4072212.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3952,3952,40722131,0.0,1.0,4.0,0.0,0.875,2.6666667,Female,4072213.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3953,3953,40722141,0.0,0.33333334,3.3333333,0.0,0.0,3.3333333,Female,4072214.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3955,3955,40722161,0.0,0.0,3.3333333,0.0,0.75,2.6666667,Female,4072216.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3956,3956,40722171,0.0,-0.33333334,3.6666667,0.0,1.0,3.3333333,Female,4072217.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3957,3957,40722181,0.0,1.0,4.0,1.0,1.0,3.3333333,Female,4072218.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3958,3958,40722191,0.0,0.0,3.3333333,0.0,1.0,3.0,Female,4072219.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3960,3960,40722211,0.0,1.0,3.6666667,0.0,1.0,3.6666667,Female,4072221.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3966,3966,40722271,0.0,-0.5,4.0,0.0,0.875,3.6666667,Female,4072227.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3967,3967,40722281,0.0,0.0,3.3333333,0.0,0.75,2.6666667,Female,4072228.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3970,3970,40722301,0.0,0.44444445,2.6666667,0.0,1.0,3.3333333,Female,4072230.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3973,3973,40722331,0.0,0.5555556,2.6666667,0.0,1.0,2.3333333,Female,4072233.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3974,3974,40722341,0.0,1.0,3.6666667,0.0,0.8,3.3333333,Female,4072234.0,female,5094.0,159621,Rural,7.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
